RollNumber,Name,Branch,Phone,Python_Attended,Python_Conducted,DBMS_Attended,DBMS_Conducted,OS_Attended,OS_Conducted,CN_Attended,CN_Conducted,DAA_Attended,DAA_Conducted,Java_Attended,Java_Conducted,Software Engineering_Attended,Software Engineering_Conducted,Compiler Design_Attended,Compiler Design_Conducted,Computer Graphics_Attended,Computer Graphics_Conducted,AI_Attended,AI_Conducted,Machine Learning_Attended,Machine Learning_Conducted,Deep Learning_Attended,Deep Learning_Conducted,Statistics_Attended,Statistics_Conducted,NLP_Attended,NLP_Conducted,Computer Vision_Attended,Computer Vision_Conducted,Data Mining_Attended,Data Mining_Conducted,Cloud Computing_Attended,Cloud Computing_Conducted,Data Science_Attended,Data Science_Conducted,Big Data_Attended,Big Data_Conducted,ML_Attended,ML_Conducted,Data Visualization_Attended,Data Visualization_Conducted,R Programming_Attended,R Programming_Conducted,Signals_Attended,Signals_Conducted,Digital Electronics_Attended,Digital Electronics_Conducted,VLSI_Attended,VLSI_Conducted,Communication Systems_Attended,Communication Systems_Conducted,Networks_Attended,Networks_Conducted,Embedded Systems_Attended,Embedded Systems_Conducted,Microprocessors_Attended,Microprocessors_Conducted,DSP_Attended,DSP_Conducted,IoT_Attended,IoT_Conducted,Control Systems_Attended,Control Systems_Conducted,Power Systems_Attended,Power Systems_Conducted,Machines_Attended,Machines_Conducted,Circuits_Attended,Circuits_Conducted,Measurements_Attended,Measurements_Conducted,Power Electronics_Attended,Power Electronics_Conducted,Electrical Drives_Attended,Electrical Drives_Conducted,Renewable Energy_Attended,Renewable Energy_Conducted,Protection_Attended,Protection_Conducted,HV Engineering_Attended,HV Engineering_Conducted,Web Technology_Attended,Web Technology_Conducted,Cyber Security_Attended,Cyber Security_Conducted,Mobile Computing_Attended,Mobile Computing_Conducted,Data Analytics_Attended,Data Analytics_Conducted,Thermodynamics_Attended,Thermodynamics_Conducted,Mechanics_Attended,Mechanics_Conducted,Manufacturing_Attended,Manufacturing_Conducted,CAD_Attended,CAD_Conducted,Heat Transfer_Attended,Heat Transfer_Conducted,Fluid Mechanics_Attended,Fluid Mechanics_Conducted,Machine Design_Attended,Machine Design_Conducted,Automation_Attended,Automation_Conducted,Industrial Engineering_Attended,Industrial Engineering_Conducted,Robotics_Attended,Robotics_Conducted,Surveying_Attended,Surveying_Conducted,Structures_Attended,Structures_Conducted,Geotechnical_Attended,Geotechnical_Conducted,Transportation_Attended,Transportation_Conducted,Concrete Tech_Attended,Concrete Tech_Conducted,Hydraulics_Attended,Hydraulics_Conducted,Environmental Engineering_Attended,Environmental Engineering_Conducted,Construction Management_Attended,Construction Management_Conducted,Steel Structures_Attended,Steel Structures_Conducted,Estimation_Attended,Estimation_Conducted,Ethical Hacking_Attended,Ethical Hacking_Conducted,Cryptography_Attended,Cryptography_Conducted,Digital Forensics_Attended,Digital Forensics_Conducted,Cloud Security_Attended,Cloud Security_Conducted,Web Security_Attended,Web Security_Conducted,Malware Analysis_Attended,Malware Analysis_Conducted,SOC Operations_Attended,SOC Operations_Conducted,Data Engineering_Attended,Data Engineering_Conducted,Visualization_Attended,Visualization_Conducted,Predictive Analytics_Attended,Predictive Analytics_Conducted
"23ECE074","Student_74","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,150,125,150,129,150,115,150,90,150,100,150,115,150,99,150,95,150,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE075","Student_75","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,150,142,150,143,150,99,150,91,150,95,150,139,150,97,150,105,150,143,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT076","Student_76","IT","",126,150,98,150,0,0,120,150,0,0,75,150,127,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,150,146,150,130,150,105,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH077","Student_77","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,150,93,150,124,150,123,150,85,150,146,150,118,150,86,150,75,150,126,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL078","Student_78","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,140,150,86,150,138,150,129,150,144,150,83,150,115,150,121,150,72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER079","Student_79","CYBER","",142,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,150,131,150,99,150,74,150,134,150,72,150,102,150,0,0,0,0,0,0
"23DS080","Student_80","DS","",145,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,150,0,0,138,150,126,150,0,0,0,0,122,150,0,0,0,0,131,150,89,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,150,114,150,81,150
"23CSE081","Student_81","CSE","",85,150,142,150,110,150,131,150,71,150,111,150,114,150,137,150,93,150,92,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML082","Student_82","AIML","",83,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,150,139,150,125,150,105,150,94,150,72,150,133,150,146,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS083","Student_83","AIDS","",137,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,150,0,0,0,0,123,150,0,0,0,0,0,0,118,150,99,150,113,150,104,150,99,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE084","Student_84","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,150,150,150,137,150,121,150,100,150,83,150,98,150,84,150,119,150,72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE085","Student_85","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,150,92,150,149,150,113,150,148,150,115,150,140,150,71,150,100,150,94,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT086","Student_86","IT","",75,150,138,150,0,0,117,150,0,0,85,150,147,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,150,146,150,146,150,121,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH087","Student_87","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,150,121,150,128,150,70,150,120,150,100,150,121,150,86,150,103,150,142,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL088","Student_88","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,150,110,150,88,150,147,150,132,150,122,150,136,150,99,150,96,150,99,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER089","Student_89","CYBER","",115,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,150,125,150,102,150,96,150,82,150,102,150,91,150,0,0,0,0,0,0
"23DS090","Student_90","DS","",92,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,150,0,0,117,150,113,150,0,0,0,0,79,150,0,0,0,0,106,150,146,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,150,78,150,119,150
"23CSE091","Student_91","CSE","",96,150,115,150,139,150,75,150,97,150,149,150,86,150,99,150,70,150,92,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML092","Student_92","AIML","",127,150,145,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,150,111,150,102,150,143,150,92,150,136,150,148,150,133,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS093","Student_93","AIDS","",101,150,116,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,150,0,0,0,0,72,150,0,0,0,0,0,0,107,150,122,150,143,150,87,150,124,150,135,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE094","Student_94","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,150,127,150,83,150,127,150,107,150,101,150,146,150,75,150,114,150,123,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE095","Student_95","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,150,89,150,116,150,101,150,129,150,130,150,121,150,144,150,120,150,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT096","Student_96","IT","",74,150,93,150,0,0,136,150,0,0,90,150,74,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,150,90,150,150,150,142,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH097","Student_97","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,150,148,150,88,150,149,150,108,150,108,150,146,150,76,150,131,150,127,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL098","Student_98","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,150,84,150,138,150,76,150,71,150,92,150,85,150,86,150,99,150,83,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER099","Student_99","CYBER","",72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,150,77,150,137,150,122,150,81,150,77,150,122,150,0,0,0,0,0,0
"23DS100","Student_100","DS","",136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,150,0,0,70,150,92,150,0,0,0,0,107,150,0,0,0,0,117,150,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,150,129,150,86,150
"23CSE101","Student_101","CSE","",128,150,146,150,99,150,139,150,85,150,75,150,117,150,82,150,94,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML102","Student_102","AIML","",150,150,72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,150,134,150,81,150,77,150,92,150,115,150,97,150,117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIDS103","Student_103","AIDS","",146,150,86,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,150,0,0,0,0,129,150,0,0,0,0,0,0,100,150,70,150,123,150,126,150,132,150,101,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23ECE104","Student_104","ECE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,150,124,150,147,150,70,150,109,150,99,150,148,150,136,150,145,150,84,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23EEE105","Student_105","EEE","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,150,130,150,83,150,108,150,125,150,77,150,143,150,145,150,105,150,84,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23IT106","Student_106","IT","",110,150,97,150,0,0,123,150,0,0,93,150,73,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,150,129,150,144,150,113,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23MECH107","Student_107","MECH","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,150,121,150,111,150,130,150,91,150,110,150,75,150,123,150,138,150,101,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CIVIL108","Student_108","CIVIL","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,150,117,150,141,150,138,150,101,150,105,150,146,150,99,150,87,150,126,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23CYBER109","Student_109","CYBER","",117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,150,141,150,144,150,135,150,136,150,85,150,143,150,0,0,0,0,0,0
"23DS110","Student_110","DS","",141,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,150,0,0,107,150,99,150,0,0,0,0,140,150,0,0,0,0,93,150,136,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,150,92,150,138,150
"23CSE111","Student_111","CSE","",129,150,137,150,149,150,140,150,71,150,115,150,99,150,85,150,142,150,130,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23AIML112","Student_112","AIML","",110,150,110,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,150,98,150,98,150,86,150,82,150,122,150,120,150,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
